0,1,2,3,4,timestamp
-13.671875,-30.2734375,-35.64453125,-11.71875,-130.37109375,263105.9213215823
-19.53125,-51.26953125,-34.66796875,0.9765625,-84.9609375,263105.92393905326
-7.32421875,-23.92578125,-39.0625,-10.25390625,-27.83203125,263105.92655652424
-15.13671875,2.44140625,-59.08203125,-41.9921875,-87.40234375,263105.9291739952
-6.34765625,13.18359375,-47.36328125,-19.04296875,-147.4609375,263105.96756933257
-1.46484375,-14.16015625,-40.52734375,-9.27734375,104.98046875,263105.97161739925
-18.5546875,-71.2890625,-42.48046875,-33.203125,270.01953125,263105.9756654659
-14.6484375,-46.38671875,-51.26953125,-17.578125,24.90234375,263105.9797135326
0.9765625,-28.3203125,-20.99609375,-20.99609375,-243.65234375,263105.9837615993
4.39453125,-28.80859375,-12.20703125,-21.97265625,-200.1953125,263105.98780966597
8.7890625,-26.3671875,-16.11328125,22.94921875,437.01171875,263105.99185773265
-12.6953125,-12.6953125,-8.7890625,-12.6953125,395.99609375,263105.9959057993
10.25390625,-30.2734375,-23.4375,-5.859375,-251.46484375,263105.999953866
25.390625,-37.59765625,-32.71484375,1.953125,-222.65625,263106.0040019327
7.8125,-11.71875,-35.15625,-27.83203125,-158.69140625,263106.00804999936
-5.37109375,-15.625,-41.015625,-16.11328125,-140.13671875,263106.01209806604
-10.25390625,-29.78515625,-37.109375,-16.11328125,-249.51171875,263106.0161461327
-2.9296875,-35.64453125,-29.78515625,-20.5078125,46.875,263106.0201941994
-14.16015625,-43.9453125,-25.87890625,-21.97265625,326.171875,263106.0242422661
-21.97265625,-37.109375,-23.92578125,-33.69140625,-85.44921875,263106.02829033276
0.0,-26.85546875,-24.4140625,-30.2734375,-210.9375,263106.03233839944
4.39453125,-41.9921875,-4.39453125,5.859375,92.7734375,263106.0363864661
-12.20703125,-34.66796875,5.859375,-5.37109375,55.17578125,263106.0404345328
16.11328125,-19.04296875,-0.48828125,-13.18359375,-261.23046875,263106.0444825995
6.8359375,-23.4375,-19.04296875,-8.30078125,-231.4453125,263106.0422264932
-5.859375,-15.13671875,-22.94921875,-13.671875,-104.4921875,263106.04614527454
-2.44140625,-32.71484375,-24.4140625,-11.23046875,-90.8203125,263106.0500640559
-11.23046875,-33.203125,-31.73828125,-14.16015625,-166.9921875,263106.05398283724
7.8125,-28.3203125,-34.1796875,-19.04296875,2.9296875,263106.0579016186
19.53125,-29.296875,-37.109375,-22.4609375,277.34375,263106.06182039995
-5.37109375,18.06640625,-26.85546875,-30.2734375,167.96875,263106.0657391813
5.37109375,-13.671875,-29.296875,-2.44140625,0.48828125,263106.06965796265
23.92578125,-51.7578125,-20.5078125,2.44140625,-41.50390625,263106.073576744
-18.06640625,-19.04296875,8.30078125,-29.296875,407.2265625,263106.07749552536
-23.92578125,-41.50390625,-3.90625,10.7421875,424.31640625,263106.0814143067
18.5546875,-25.390625,-25.87890625,26.85546875,-202.1484375,263106.08533308806
36.62109375,-26.3671875,-16.6015625,2.44140625,-208.0078125,263106.0892518694
23.92578125,-32.2265625,-8.7890625,-7.8125,-114.74609375,263106.09317065077
0.0,-28.3203125,-16.11328125,-18.06640625,-221.6796875,263106.0970894321
7.8125,-23.4375,-34.1796875,-30.2734375,-291.50390625,263106.1010082135
21.484375,-14.16015625,-25.87890625,-28.3203125,-159.1796875,263106.1049269948
15.625,-29.78515625,-17.08984375,-5.37109375,66.40625,263106.1088457762
14.16015625,-39.55078125,8.7890625,-0.9765625,7.8125,263106.11276455753
17.578125,-32.2265625,-5.37109375,-13.18359375,-238.28125,263106.1166833389
-2.44140625,-27.34375,-6.8359375,-4.8828125,49.8046875,263106.11541943566
-4.8828125,-26.3671875,-14.16015625,-4.39453125,409.66796875,263106.1192222702
-3.41796875,-46.875,-7.32421875,-24.90234375,-21.484375,263106.12302510475
-21.97265625,5.859375,-18.5546875,-2.44140625,-235.3515625,263106.1268279393
-4.8828125,22.94921875,-29.78515625,28.3203125,-130.859375,263106.13063077384
-6.8359375,-10.25390625,-28.3203125,-14.6484375,-135.7421875,263106.1344336084
-12.20703125,-22.94921875,-35.64453125,-27.83203125,-202.1484375,263106.13823644293
-3.41796875,-34.66796875,-12.6953125,-3.41796875,-27.34375,263106.1420392775
-2.9296875,-16.11328125,-9.765625,-15.625,254.39453125,263106.145842112
-12.20703125,-16.11328125,-30.2734375,-24.4140625,132.32421875,263106.14964494656
-4.39453125,-19.53125,-30.76171875,-14.6484375,-116.69921875,263106.1534477811
-19.53125,-28.80859375,-26.3671875,-17.08984375,-155.2734375,263106.15725061565
-20.01953125,-44.43359375,-25.390625,-20.99609375,212.40234375,263106.1610534502
0.9765625,-32.2265625,-30.2734375,-13.18359375,40.0390625,263106.16485628474
-25.390625,-10.7421875,-13.18359375,-19.04296875,-272.4609375,263106.1686591193
-33.69140625,-19.04296875,-17.578125,-29.296875,70.80078125,263106.1724619538
-24.90234375,-49.8046875,-36.62109375,-28.3203125,91.796875,263106.1762647884
-33.69140625,-35.64453125,-36.1328125,-27.83203125,-193.359375,263106.1800676229
-45.41015625,-29.296875,-19.53125,-39.55078125,-220.703125,263106.18387045746
-43.9453125,-32.71484375,-9.27734375,-39.0625,-136.71875,263106.187673292
-26.3671875,-29.296875,-18.5546875,-12.20703125,-136.71875,263106.19543463417
-35.64453125,-29.296875,-23.92578125,-29.78515625,-145.5078125,263106.19989731244
-45.41015625,-43.9453125,-22.4609375,-41.9921875,5.37109375,263106.2043599907
-42.96875,-48.33984375,-30.2734375,-23.4375,279.78515625,263106.208822669
-42.48046875,-23.4375,-22.94921875,-44.43359375,187.01171875,263106.2132853473
-34.66796875,-11.71875,-34.66796875,-34.66796875,-306.15234375,263106.21774802555
-41.9921875,-21.97265625,-32.2265625,-15.13671875,-247.55859375,263106.2222107038
-29.78515625,-12.20703125,-22.94921875,-35.64453125,-105.95703125,263106.2266733821
-6.34765625,-14.16015625,-27.83203125,-27.34375,-165.52734375,263106.2311360604
-20.5078125,-20.01953125,-28.3203125,-41.50390625,-77.1484375,263106.23559873865
-20.01953125,-24.4140625,-34.1796875,-45.8984375,-44.43359375,263106.24006141693
-18.5546875,-31.73828125,-23.4375,-47.36328125,-4.39453125,263106.2445240952
-25.87890625,-15.625,-25.87890625,-36.1328125,28.80859375,263106.2489867735
-25.390625,-12.6953125,-31.73828125,-16.6015625,43.45703125,263106.25344945176
-22.4609375,-32.71484375,-18.5546875,-51.7578125,129.8828125,263106.25791213004
3.90625,-21.97265625,-38.0859375,-37.59765625,498.046875,263106.2623748083
-4.39453125,-16.11328125,-46.875,-24.4140625,388.18359375,263106.2668374866
-13.671875,-16.6015625,-38.0859375,-37.59765625,-181.640625,263106.27130016487
-13.671875,-22.94921875,-37.59765625,-22.94921875,-49.8046875,263106.27576284314
