0,1,2,3,4,timestamp
-62.01171875,12.20703125,342.7734375,-42.96875,-288.57421875,262902.24360918126
-42.96875,9.765625,368.65234375,-45.41015625,-50.78125,262902.2473909448
-45.8984375,24.4140625,402.83203125,-35.15625,-17.08984375,262902.25117270835
-66.89453125,30.76171875,420.8984375,-37.59765625,-156.25,262902.2549544719
-60.546875,26.85546875,420.41015625,-45.8984375,-270.99609375,262902.25873623544
-37.109375,33.69140625,424.8046875,-46.875,117.1875,262902.262517999
-19.04296875,31.25,424.8046875,-33.203125,411.1328125,262902.26629976253
-34.66796875,18.5546875,434.5703125,-24.90234375,49.8046875,262902.2700815261
-30.2734375,18.06640625,442.87109375,-31.73828125,-156.73828125,262902.2738632896
0.9765625,23.92578125,435.05859375,-41.015625,29.78515625,262902.27764505317
13.671875,20.99609375,438.4765625,-54.6875,139.16015625,262902.2814268167
25.390625,20.01953125,441.40625,-80.078125,-133.30078125,262902.28520858026
14.16015625,18.5546875,441.89453125,-79.1015625,-100.09765625,262902.2889903438
-4.39453125,13.671875,450.1953125,-62.5,-19.53125,262902.29277210735
2.44140625,7.32421875,462.40234375,-51.26953125,-142.578125,262902.2965538709
-5.859375,0.9765625,468.75,-45.41015625,-302.24609375,262902.30033563444
-17.578125,-4.8828125,488.76953125,-36.1328125,-159.66796875,262902.31540512375
-34.66796875,-18.5546875,490.72265625,-37.109375,39.0625,262902.3188560447
-50.29296875,-18.06640625,445.3125,-46.875,35.64453125,262902.3223069656
-58.59375,-2.44140625,376.46484375,-52.734375,-109.375,262902.3257578865
-66.89453125,-2.44140625,311.5234375,-54.19921875,-104.00390625,262902.32920880744
-55.17578125,-9.765625,265.625,-53.22265625,71.77734375,262902.33265972836
-22.94921875,-7.32421875,214.84375,-50.78125,-46.38671875,262902.3361106493
-38.57421875,-5.37109375,177.734375,-47.8515625,-182.12890625,262902.3395615702
-62.5,-7.32421875,183.59375,-55.6640625,-26.85546875,262902.3430124911
-69.82421875,-7.32421875,246.58203125,-57.6171875,291.50390625,262902.34646341205
-74.70703125,-16.6015625,348.6328125,-54.6875,114.2578125,262902.34991433297
-51.26953125,-20.5078125,466.30859375,-59.5703125,-71.77734375,262902.3533652539
-46.38671875,-16.11328125,567.87109375,-51.7578125,-21.484375,262902.3568161748
-42.48046875,-22.4609375,633.7890625,-45.41015625,12.6953125,262902.36026709573
-43.9453125,-23.4375,655.2734375,-54.19921875,120.1171875,262902.36371801666
-32.2265625,-25.390625,631.8359375,-50.78125,126.953125,262902.3671689376
-33.69140625,-33.69140625,580.078125,-49.8046875,391.6015625,262902.3706198585
-60.05859375,-40.52734375,486.81640625,-45.8984375,776.85546875,262902.3740707794
-72.265625,-38.57421875,369.62890625,-56.640625,178.22265625,262902.37752170034
-62.5,-37.109375,272.4609375,-46.875,-267.08984375,262902.38097262126
-26.3671875,-37.59765625,196.2890625,-18.5546875,27.83203125,262902.3797265281
-15.625,-30.2734375,116.69921875,3.90625,32.71484375,262902.38338201435
-27.34375,-30.2734375,64.453125,8.30078125,-179.19921875,262902.3870375006
-22.4609375,-34.1796875,46.875,9.765625,-177.24609375,262902.3906929869
-27.34375,-40.0390625,63.96484375,11.23046875,-122.55859375,262902.3943484732
-32.71484375,-41.015625,62.01171875,9.765625,-98.14453125,262902.39800395945
-14.6484375,-38.0859375,16.11328125,16.11328125,-20.01953125,262902.4016594457
4.39453125,-30.2734375,-17.08984375,-0.9765625,83.49609375,262902.405314932
6.34765625,-30.2734375,-69.82421875,-20.01953125,320.80078125,262902.40897041827
1.953125,-34.66796875,-126.953125,-38.57421875,137.6953125,262902.41262590454
-2.9296875,-35.64453125,-165.52734375,-41.50390625,-199.70703125,262902.4162813908
-4.39453125,-46.38671875,-227.5390625,-35.15625,215.33203125,262902.4199368771
-2.9296875,-50.78125,-294.921875,-44.43359375,475.5859375,262902.42359236337
-30.2734375,-49.8046875,-331.0546875,-52.24609375,15.13671875,262902.42724784964
-51.7578125,-55.17578125,-359.375,-56.640625,-148.92578125,262902.4309033359
-42.48046875,-62.5,-383.30078125,-61.5234375,32.2265625,262902.4345588222
-33.69140625,-63.4765625,-407.2265625,-65.4296875,164.55078125,262902.43821430847
-42.48046875,-66.89453125,-430.17578125,-60.05859375,181.15234375,262902.44186979474
-57.6171875,-62.01171875,-439.94140625,-55.6640625,173.828125,262902.445525281
-57.6171875,-47.36328125,-443.359375,-53.7109375,431.640625,262902.4491807673
-45.41015625,-49.8046875,-459.9609375,-54.6875,862.3046875,262902.45533366053
-62.98828125,-67.3828125,-459.9609375,-74.21875,479.00390625,262902.45897616143
-77.1484375,-68.359375,-435.546875,-87.40234375,91.796875,262902.46261866234
-75.1953125,-61.5234375,-431.640625,-83.0078125,105.95703125,262902.46626116324
-79.58984375,-67.87109375,-424.8046875,-83.0078125,19.53125,262902.46990366414
-84.47265625,-75.1953125,-411.62109375,-92.7734375,4.39453125,262902.47354616504
-79.58984375,-70.80078125,-406.73828125,-97.65625,189.94140625,262902.47718866594
-83.0078125,-75.68359375,-409.1796875,-83.984375,348.6328125,262902.48083116685
-95.703125,-72.265625,-403.80859375,-82.03125,236.328125,262902.48447366775
-93.75,-62.5,-395.01953125,-74.21875,46.38671875,262902.48811616865
-89.35546875,-62.01171875,-391.11328125,-65.91796875,122.55859375,262902.49175866955
-104.98046875,-62.01171875,-385.25390625,-55.17578125,652.34375,262902.49540117045
-109.375,-59.5703125,-377.44140625,-60.546875,517.578125,262902.49904367136
-100.09765625,-58.59375,-375.48828125,-81.54296875,63.96484375,262902.50268617226
-99.609375,-57.12890625,-373.046875,-77.63671875,79.1015625,262902.50632867316
-105.46875,-47.36328125,-361.328125,-69.82421875,43.9453125,262902.50997117406
-114.2578125,-49.8046875,-351.5625,-60.546875,15.625,262902.51361367496
-111.81640625,-54.19921875,-344.7265625,-49.31640625,98.6328125,262902.51725617587
-98.6328125,-49.8046875,-340.8203125,-48.33984375,151.3671875,262902.52089867677
-95.21484375,-39.55078125,-336.9140625,-41.9921875,46.38671875,262902.52454117767
-103.515625,-36.62109375,-342.7734375,-53.22265625,41.9921875,262902.6320741987
-75.1953125,-34.66796875,-314.94140625,-40.0390625,104.4921875,262902.651162623
-59.5703125,-34.66796875,-279.78515625,-8.30078125,399.4140625,262902.67025104736
-102.5390625,-50.78125,-291.9921875,-41.9921875,880.859375,262902.6893394717
-116.2109375,-66.40625,-303.22265625,-74.70703125,325.68359375,262902.708427896
-106.93359375,-58.59375,-293.9453125,-55.17578125,-229.4921875,262902.72751632036
-82.03125,-36.62109375,-286.62109375,-40.52734375,-2.44140625,262902.7466047447
-73.2421875,-32.2265625,-278.80859375,-50.78125,73.73046875,262902.765693169
-87.890625,-35.15625,-271.484375,-42.48046875,-101.5625,262902.78478159336
-92.7734375,-38.0859375,-266.11328125,-46.875,-257.32421875,262902.8038700177
-90.33203125,-38.57421875,-261.71875,-47.8515625,-190.4296875,262902.82295844203
-77.1484375,-36.62109375,-255.859375,-34.1796875,-83.49609375,262902.84204686637
-64.453125,-32.2265625,-250.0,-29.296875,-107.421875,262902.8611352907
-49.31640625,-27.34375,-238.76953125,-19.53125,89.84375,262902.88022371504
-45.41015625,-19.04296875,-221.6796875,-14.6484375,250.0,262902.8993121394
-39.0625,-16.6015625,-228.02734375,-22.4609375,101.07421875,262902.9184005637
-32.71484375,-22.4609375,-230.46875,-13.671875,-111.328125,262902.93748898804
-52.734375,-25.87890625,-216.796875,-18.5546875,-34.66796875,262902.9565774124
-51.26953125,-20.99609375,-203.61328125,-27.34375,253.41796875,262902.9756658367
-47.8515625,-25.87890625,-193.84765625,-36.62109375,-41.50390625,262902.99475426105
-56.640625,-38.0859375,-186.5234375,-38.57421875,-303.22265625,262902.83596790436
