0,1,2,3,4,timestamp
8.7890625,-52.734375,-79.58984375,-18.06640625,-107.91015625,260631.87249924717
38.0859375,19.53125,-77.63671875,26.85546875,-155.2734375,260631.87625837856
-39.55078125,25.87890625,-79.1015625,0.9765625,-47.36328125,260631.88001750995
-68.84765625,-28.3203125,-37.109375,-19.04296875,-4.8828125,260631.88377664133
-5.859375,-42.48046875,-63.4765625,-51.26953125,36.1328125,260631.88753577272
15.625,-36.62109375,-107.421875,-42.48046875,253.90625,260631.8912949041
7.8125,-4.39453125,-74.21875,-14.6484375,126.953125,260631.8950540355
-2.44140625,-12.6953125,-34.66796875,-23.92578125,-137.6953125,260631.8988131669
15.625,-49.8046875,-76.66015625,-29.296875,53.7109375,260631.90257229828
-7.8125,-38.57421875,-61.03515625,29.296875,487.79296875,260631.90633142967
-48.828125,-26.85546875,-34.66796875,-3.41796875,44.43359375,260631.91009056105
-66.40625,-9.27734375,-86.42578125,-101.07421875,-325.1953125,260631.91384969244
-104.4921875,-33.69140625,-92.28515625,-118.1640625,-109.375,260631.91760882383
-65.91796875,-73.73046875,-34.1796875,-82.03125,-8.30078125,260631.92136795522
-62.98828125,-30.2734375,-89.84375,-83.984375,-15.13671875,260631.9251270866
-111.81640625,-46.38671875,-134.765625,-99.609375,72.265625,260631.928886218
-89.84375,-52.24609375,-51.26953125,-100.09765625,263.671875,260631.93352611
-76.66015625,1.46484375,-7.8125,-111.81640625,394.53125,260631.93726263643
-108.88671875,-8.7890625,-12.20703125,-83.0078125,207.03125,260631.94099916288
-104.00390625,-14.16015625,-20.01953125,-67.87109375,148.4375,260631.94473568932
-58.10546875,-3.90625,-34.66796875,-57.12890625,480.46875,260631.94847221576
-6.8359375,-13.18359375,-49.8046875,14.16015625,463.37890625,260631.9522087422
-24.4140625,5.37109375,-31.73828125,-18.5546875,-54.6875,260631.95594526865
-27.34375,14.16015625,-23.4375,-42.48046875,-47.36328125,260631.9596817951
-36.1328125,0.0,-33.69140625,-42.48046875,137.6953125,260631.96341832154
-32.71484375,3.90625,-37.59765625,-35.64453125,13.18359375,260631.96715484798
12.20703125,9.27734375,-43.45703125,-14.16015625,-139.6484375,260631.97089137443
27.34375,0.9765625,-43.45703125,-3.90625,-176.7578125,260631.97462790087
27.34375,-3.41796875,-38.57421875,26.85546875,-42.96875,260631.9783644273
26.85546875,0.48828125,-41.50390625,39.55078125,196.2890625,260631.98210095376
41.9921875,-3.41796875,-36.62109375,28.3203125,229.98046875,260631.9858374802
